Transaction_ID,CustomerId,Transaction_Date,Transaction_Type,Amount
1157164,15592389,2023-03-16,Deposit,243.97
4369720,15592389,2023-06-13,Withdrawal,2146.18
8326434,15592389,2023-06-26,LoanPayment,2092.46
4970001,15592389,2023-04-06,Fee,4342.23
2355531,15592389,2023-07-02,Deposit,3712.55
7706024,15592389,2023-10-13,Deposit,2694.92
3007635,15592389,2023-08-05,Withdrawal,1523.29
7486460,15592389,2023-08-21,LoanPayment,501.87
4621581,15592389,2023-08-11,Fee,2438.48
4599865,15592389,2023-05-24,Deposit,503.94
4772811,15592389,2023-01-25,Fee,3378.97
4788340,15592389,2023-05-31,Fee,3958.61
6851244,15592389,2023-06-30,Withdrawal,4872.53
6083769,15592389,2023-05-13,LoanPayment,4444.14
3276360,15767821,2023-03-15,Withdrawal,3110.18
9914438,15767821,2023-06-23,Deposit,1151.75
7646705,15767821,2023-10-10,Withdrawal,775.69
7903836,15767821,2023-06-14,Withdrawal,4933.87
7243669,15767821,2023-05-25,LoanPayment,4543.08
9783148,15767821,2023-05-12,Fee,1912.48
7311326,15767821,2023-10-02,Deposit,1921.04
9415398,15767821,2023-04-01,Withdrawal,4536.45
8827494,15767821,2023-05-06,LoanPayment,1305.73
5984445,15767821,2023-02-27,Fee,638.15
2454908,15767821,2023-12-27,LoanPayment,3742.92
6744588,15767821,2023-12-14,Withdrawal,2031.1
5949499,15767821,2023-11-08,Deposit,1156.8
6703737,15767821,2023-02-13,Deposit,4850.9
1821052,15767821,2023-10-30,Deposit,264.83
4338442,15737173,2023-09-09,Deposit,1302.3
1423570,15737173,2023-01-20,Deposit,2639.33
3114792,15737173,2023-11-01,Withdrawal,1507.75
7925877,15737173,2023-09-16,Fee,3698.65
6118922,15737173,2023-01-12,Withdrawal,4754.54
6528983,15737173,2023-06-05,Deposit,1423.04
3667867,15737173,2023-06-13,Withdrawal,1971.93
7978737,15737173,2023-01-28,Fee,1833.71
8884479,15737173,2023-05-25,Deposit,1582.16
6237196,15632264,2023-08-08,Fee,854.95
4311149,15632264,2023-02-04,Deposit,4705.63
1575278,15632264,2023-01-10,Fee,4389.47
4464442,15632264,2023-12-31,Deposit,180.52
7285088,15632264,2023-03-06,Withdrawal,4937.02
9501424,15632264,2023-09-24,Deposit,3760.41
6001045,15632264,2023-11-11,LoanPayment,2866.95
5345760,15632264,2023-04-08,Deposit,2103.36
9389012,15691483,2023-11-07,Withdrawal,3473.99
3332517,15691483,2023-09-16,Deposit,2946.49
9551881,15691483,2023-03-24,Deposit,1243.37
9247752,15691483,2023-01-01,LoanPayment,1409.92
1843523,15691483,2023-10-15,Withdrawal,1822.91
9896761,15600882,2023-06-11,Withdrawal,3872.98
3715514,15600882,2023-11-02,Fee,4091.11
8102173,15600882,2023-09-08,Deposit,2970.28
7180142,15600882,2023-07-26,Deposit,3120.53
5100673,15600882,2023-03-16,LoanPayment,4520.6
1327359,15600882,2023-09-09,Withdrawal,1785.41
1317537,15600882,2023-12-04,Withdrawal,2796.34
5975026,15600882,2023-11-04,Deposit,2594.25
2353038,15600882,2023-01-30,LoanPayment,2641.83
2296516,15600882,2023-10-12,Fee,2323.77
2854971,15600882,2023-12-06,Fee,277.01
2849396,15600882,2023-07-24,Withdrawal,3185.33
8063410,15643966,2023-04-21,Deposit,2327.59
9001482,15643966,2023-01-08,Fee,950.31
9234679,15643966,2023-10-08,LoanPayment,4377.87
2950367,15643966,2023-03-02,Withdrawal,1158.05
7348564,15643966,2023-01-05,Withdrawal,1429.02
6279548,15643966,2023-01-22,Deposit,2766.14
3245131,15643966,2023-12-12,Withdrawal,1853.14
9480473,15643966,2023-10-28,LoanPayment,244.6
3906158,15643966,2023-05-01,Withdrawal,454.71
4125354,15643966,2023-11-15,Fee,352.34
5782883,15643966,2023-09-14,Fee,3753.89
4982588,15643966,2023-06-29,LoanPayment,2706.12
1635605,15643966,2023-01-14,Withdrawal,3811.78
1067661,15643966,2023-08-04,Withdrawal,3749.98
7558221,15643966,2023-07-06,Fee,708.93
3901614,15737452,2023-08-26,LoanPayment,2683.96
8315436,15737452,2023-10-01,Withdrawal,1803.03
2215502,15737452,2023-07-11,Deposit,3700.16
3319049,15737452,2023-02-08,Deposit,4211.51
1770173,15737452,2023-10-27,Deposit,4458.11
6642264,15737452,2023-03-09,Withdrawal,3956.4
5221038,15737452,2023-08-16,LoanPayment,3697.27
3568103,15788218,2023-08-24,LoanPayment,1924.92
7482532,15788218,2023-01-06,Fee,3247.29
3000609,15788218,2023-11-11,Deposit,1685.22
1421240,15788218,2023-10-16,Deposit,553.82
3213573,15788218,2023-03-11,LoanPayment,2464.66
9375741,15788218,2023-11-14,Withdrawal,908.2
4668866,15788218,2023-08-31,LoanPayment,2081.46
9202787,15788218,2023-08-11,Withdrawal,2019.39
4094235,15788218,2023-03-16,Fee,76.24
1387952,15788218,2023-04-04,Fee,3628.34
3357821,15788218,2023-07-13,LoanPayment,2698.43
1244761,15788218,2023-06-22,Fee,1065.13
1064323,15788218,2023-10-02,Fee,2562.67
1954480,15788218,2023-05-20,LoanPayment,3550.79
6809701,15788218,2023-10-20,Withdrawal,814.1
3883427,15788218,2023-11-29,LoanPayment,2989.72
9774533,15788218,2023-06-27,Fee,715.35
4757974,15788218,2023-05-18,Fee,1048.57
5199591,15788218,2023-05-10,Fee,1310.47
9112074,15661507,2023-02-07,LoanPayment,3981.73
6284958,15661507,2023-11-01,Deposit,4161.57
1786667,15661507,2023-11-30,Deposit,3667.79
4609736,15661507,2023-03-17,LoanPayment,379.16
2092501,15661507,2023-03-01,Fee,3918.5
3155748,15661507,2023-09-27,Fee,860.1
1873172,15661507,2023-06-14,Deposit,1216.67
5063309,15661507,2023-03-03,Fee,1615.17
8817304,15661507,2023-10-23,Fee,2223.72
6282591,15568982,2023-06-28,Deposit,1541.82
7509590,15568982,2023-03-04,LoanPayment,2908.56
5883680,15568982,2023-11-05,Fee,1183.68
8905477,15568982,2023-05-14,LoanPayment,3157.15
5537358,15568982,2023-04-21,Deposit,2502.35
7867100,15568982,2023-02-07,Deposit,1593.02
6275034,15568982,2023-10-16,Withdrawal,1062.5
4177993,15568982,2023-01-05,LoanPayment,3785.44
6813365,15568982,2023-10-21,Deposit,597.63
2805468,15568982,2023-05-16,Deposit,2457.47
6525633,15568982,2023-04-05,LoanPayment,3485.04
6735193,15568982,2023-10-26,LoanPayment,1761.2
9204298,15568982,2023-09-11,Withdrawal,1745.5
4386501,15568982,2023-07-19,LoanPayment,2336.93
9464685,15568982,2023-12-29,Fee,4563.67
9514493,15568982,2023-07-29,Deposit,1317.28
5424507,15568982,2023-06-20,Fee,555.95
4357679,15568982,2023-11-20,Deposit,4616.37
1838761,15577657,2023-04-02,LoanPayment,3053.24
9887324,15577657,2023-10-23,Deposit,4631.56
7960534,15577657,2023-09-14,Withdrawal,1217.73
7262105,15577657,2023-04-20,Fee,667.08
1494592,15577657,2023-11-15,Withdrawal,2618.25
7149031,15577657,2023-05-29,LoanPayment,321.07
9900019,15577657,2023-11-09,Deposit,3038.42
5235042,15577657,2023-03-04,Fee,2710.11
9104010,15577657,2023-10-21,Withdrawal,2355.22
2581530,15577657,2023-12-13,Deposit,2955.99
7857658,15577657,2023-12-30,LoanPayment,747.24
3601623,15577657,2023-01-25,LoanPayment,869.29
4364695,15597945,2023-06-10,Deposit,3913.45
2045482,15597945,2023-05-30,Withdrawal,114.82
1570451,15597945,2023-12-27,Deposit,2808.66
6398869,15597945,2023-03-04,Deposit,963.09
8022336,15597945,2023-08-12,Deposit,2016.72
5327858,15597945,2023-07-30,Withdrawal,1065.44
6984684,15597945,2023-10-13,Fee,2845.96
5621056,15597945,2023-03-19,LoanPayment,2293.78
5092097,15597945,2023-04-23,Withdrawal,2510.21
7094467,15699309,2023-09-21,Deposit,423.74
6211593,15699309,2023-06-11,Fee,4013.71
5846769,15699309,2023-12-15,Fee,184.13
3602967,15699309,2023-09-12,Deposit,2995.49
4185714,15699309,2023-04-07,Fee,1229.0
8667105,15699309,2023-10-18,Fee,4944.21
8021855,15699309,2023-04-30,Withdrawal,4159.59
1499876,15725737,2023-07-01,Deposit,2061.64
8750575,15725737,2023-01-07,Withdrawal,473.27
4672214,15725737,2023-03-26,LoanPayment,657.75
7202258,15725737,2023-02-05,Deposit,2136.05
9790529,15725737,2023-10-30,Deposit,1742.0
7918889,15725737,2023-07-14,LoanPayment,219.43
7193956,15725737,2023-09-13,Withdrawal,1845.65
8271476,15725737,2023-12-21,Fee,4874.01
5108880,15625047,2023-07-21,Withdrawal,2462.78
1090093,15625047,2023-08-03,Fee,951.43
2732465,15625047,2023-04-25,Deposit,1379.95
3859244,15625047,2023-10-08,LoanPayment,1129.21
3245909,15625047,2023-08-23,Withdrawal,4922.79
2014929,15625047,2023-05-08,Deposit,4084.52
9577064,15625047,2023-02-03,Deposit,2055.98
6888997,15625047,2023-03-17,LoanPayment,577.56
1716756,15625047,2023-01-27,Deposit,1369.17
8369434,15625047,2023-06-17,Withdrawal,3022.56
5184056,15625047,2023-11-05,LoanPayment,2887.81
4443609,15625047,2023-07-09,Withdrawal,2139.08
7854453,15625047,2023-12-29,Deposit,459.85
7827299,15625047,2023-10-09,Deposit,1977.01
1876031,15625047,2023-06-13,Deposit,3621.59
5422375,15625047,2023-08-15,Withdrawal,2406.45
5131479,15738191,2023-09-03,Withdrawal,3676.23
1415008,15738191,2023-09-07,Fee,2722.22
8978450,15738191,2023-08-15,Fee,304.56
2170365,15738191,2023-12-31,LoanPayment,1704.51
6931161,15738191,2023-03-14,Deposit,1790.12
8733308,15738191,2023-04-14,Withdrawal,2325.42
8364386,15738191,2023-05-11,Withdrawal,4007.11
6787749,15738191,2023-12-20,Fee,1836.82
8466027,15738191,2023-11-01,Deposit,3960.57
3977590,15738191,2023-10-30,Fee,2732.41
8954647,15738191,2023-12-05,Fee,3212.8
6254224,15738191,2023-08-03,Deposit,3476.77
7611653,15738191,2023-07-19,Deposit,4521.65
8597626,15738191,2023-12-31,Withdrawal,245.16
4813270,15738191,2023-10-09,Deposit,2392.39
2524102,15738191,2023-09-27,LoanPayment,3502.23
3035848,15738191,2023-06-25,Fee,4856.74
7691409,15738191,2023-08-11,Withdrawal,321.67
9670178,15738191,2023-04-13,Deposit,3268.33
9948331,15736816,2023-07-07,Deposit,430.92
5193060,15736816,2023-06-20,Fee,2233.11
2841648,15736816,2023-01-04,Deposit,3325.19
4828433,15736816,2023-06-10,Fee,2162.74
8152747,15736816,2023-11-07,LoanPayment,4356.99
8465373,15736816,2023-09-08,LoanPayment,968.09
5945169,15736816,2023-04-06,LoanPayment,396.65
8185197,15736816,2023-01-29,Withdrawal,488.29
8969693,15736816,2023-12-25,Fee,3701.03
3129885,15736816,2023-06-26,LoanPayment,2363.19
1549239,15736816,2023-06-07,Withdrawal,1516.73
1785332,15736816,2023-03-14,LoanPayment,1952.42
4188729,15700772,2023-10-20,Deposit,1331.96
8996198,15700772,2023-11-15,Withdrawal,3023.95
6927997,15700772,2023-11-29,Withdrawal,876.82
6166650,15700772,2023-03-13,Fee,4197.24
1431413,15700772,2023-08-31,Deposit,645.68
1302186,15700772,2023-08-14,Deposit,1141.41
2026553,15700772,2023-09-16,Fee,1783.12
4743797,15700772,2023-02-16,LoanPayment,4424.74
9465506,15700772,2023-01-20,Withdrawal,2648.91
8347689,15700772,2023-06-27,Withdrawal,3495.3
7666455,15700772,2023-01-03,Fee,2343.73
8918348,15700772,2023-04-30,Deposit,2708.02
2675843,15728693,2023-12-23,Withdrawal,2314.29
3339767,15728693,2023-11-19,LoanPayment,691.1
9715912,15728693,2023-07-14,Deposit,4268.36
2142953,15728693,2023-01-09,LoanPayment,3293.45
1326916,15728693,2023-08-14,Fee,1300.61
6050405,15728693,2023-11-24,LoanPayment,3630.93
6809041,15728693,2023-02-06,Fee,591.87
9212420,15728693,2023-03-22,Withdrawal,2500.98
1506079,15728693,2023-11-14,Deposit,4537.24
5322626,15728693,2023-02-25,Fee,3406.18
6203916,15728693,2023-08-25,Deposit,4399.22
3366610,15728693,2023-12-02,Fee,1264.16
5684346,15728693,2023-02-28,Fee,3556.4
2755692,15656300,2023-12-11,Deposit,3416.7
7115518,15656300,2023-06-04,Withdrawal,986.65
9437482,15656300,2023-02-14,Withdrawal,2354.08
1709662,15656300,2023-01-23,Withdrawal,687.91
9859060,15656300,2023-06-07,LoanPayment,845.76
7703459,15656300,2023-09-15,Withdrawal,3795.35
4761675,15656300,2023-10-22,Withdrawal,1470.84
4081328,15656300,2023-08-21,Deposit,623.43
8281505,15656300,2023-07-07,Fee,2722.93
7493509,15656300,2023-03-15,Deposit,4816.81
9711998,15656300,2023-03-01,LoanPayment,4663.54
5068316,15656300,2023-10-05,Fee,910.08
6681635,15656300,2023-08-30,Fee,1539.77
5899856,15656300,2023-01-12,Withdrawal,3557.43
4941237,15656300,2023-07-12,Withdrawal,3123.53
4659985,15589475,2023-11-02,Withdrawal,4868.77
1549148,15589475,2023-07-23,Fee,3255.49
3773939,15589475,2023-01-07,Deposit,159.51
4177326,15589475,2023-03-20,Fee,3863.52
5421590,15589475,2023-01-26,Withdrawal,1404.45
5427036,15589475,2023-01-04,Deposit,555.86
8906166,15589475,2023-10-12,Deposit,1526.95
1444191,15589475,2023-05-10,LoanPayment,3418.47
4722946,15589475,2023-12-03,Withdrawal,797.74
4441628,15589475,2023-01-21,LoanPayment,2127.65
8761850,15589475,2023-03-25,Withdrawal,3812.47
4833284,15589475,2023-09-14,Withdrawal,4475.79
5897954,15589475,2023-11-16,Deposit,3275.75
6750283,15589475,2023-10-01,LoanPayment,2384.09
2134106,15589475,2023-03-13,Fee,968.35
6672540,15706552,2023-11-05,Fee,3866.06
5437677,15706552,2023-02-19,Fee,138.42
6150635,15706552,2023-06-30,Fee,4608.2
9010643,15706552,2023-02-15,LoanPayment,2433.54
1518349,15706552,2023-09-30,Withdrawal,3443.55
6609125,15750181,2023-11-15,Withdrawal,2930.76
2804673,15750181,2023-12-10,Fee,1586.29
9998604,15750181,2023-07-28,Fee,2349.76
4303389,15750181,2023-11-16,Withdrawal,2425.7
4151882,15750181,2023-10-28,Deposit,4307.61
7737320,15750181,2023-09-24,Withdrawal,3758.35
6973544,15750181,2023-03-17,Deposit,2875.98
9107317,15750181,2023-03-27,Fee,3527.2
9411039,15659428,2023-08-30,Fee,408.46
9284960,15659428,2023-08-21,Deposit,458.42
2268300,15659428,2023-04-26,Withdrawal,2014.77
4882149,15659428,2023-12-25,Withdrawal,3462.85
5845710,15659428,2023-04-16,LoanPayment,3368.41
8258746,15659428,2023-01-09,Withdrawal,3102.19
9421928,15659428,2023-07-23,Fee,4739.38
2308507,15659428,2023-11-14,Fee,1730.28
1100734,15659428,2023-01-07,LoanPayment,4479.34
4081091,15659428,2023-11-10,Withdrawal,2288.98
8265406,15659428,2023-10-24,Fee,3671.37
8551989,15659428,2023-01-12,LoanPayment,3268.96
3962732,15659428,2023-08-31,Withdrawal,1678.64
7152941,15659428,2023-12-22,Deposit,951.48
1264500,15732963,2023-07-02,Fee,2516.07
3903633,15732963,2023-07-30,Withdrawal,1694.96
5678714,15732963,2023-05-11,Fee,1037.74
3322466,15732963,2023-04-03,Withdrawal,201.73
3614150,15732963,2023-11-28,Deposit,4347.95
3605214,15732963,2023-01-24,Fee,3162.39
5188891,15732963,2023-12-30,Withdrawal,4938.87
5495511,15732963,2023-02-19,Deposit,2594.28
5790691,15732963,2023-09-07,Deposit,2007.8
4092195,15732963,2023-03-07,LoanPayment,4508.47
5443778,15732963,2023-08-25,Withdrawal,3176.22
7086368,15794171,2023-12-21,Withdrawal,3593.33
2257949,15794171,2023-03-28,Withdrawal,1225.84
4850241,15794171,2023-10-20,Deposit,392.21
5884797,15794171,2023-11-12,Deposit,2254.26
6540070,15794171,2023-03-25,Withdrawal,521.54
2960826,15794171,2023-12-11,Deposit,2025.28
3090212,15794171,2023-09-18,LoanPayment,2962.64
5542923,15794171,2023-06-13,Deposit,1223.29
2284382,15794171,2023-01-10,LoanPayment,2238.02
2042377,15794171,2023-04-03,Withdrawal,3363.48
6262696,15794171,2023-09-14,Deposit,1281.14
2942811,15794171,2023-05-01,LoanPayment,3695.19
9480932,15794171,2023-11-01,Deposit,3541.66
5536119,15794171,2023-06-05,LoanPayment,4347.94
4622138,15794171,2023-11-30,Withdrawal,658.71
3843940,15794171,2023-01-20,Withdrawal,244.75
5364406,15794171,2023-02-04,Withdrawal,941.05
8500960,15794171,2023-06-28,Withdrawal,3456.63
2180887,15794171,2023-09-08,LoanPayment,136.03
2896220,15788448,2023-07-04,LoanPayment,2300.96
3428081,15788448,2023-10-21,Fee,672.42
7681935,15788448,2023-08-22,Fee,3383.49
5990961,15788448,2023-12-07,Deposit,3667.61
1800101,15788448,2023-01-05,LoanPayment,926.89
6238561,15788448,2023-07-12,LoanPayment,4894.22
9121757,15788448,2023-04-24,Withdrawal,3108.34
8376519,15788448,2023-10-30,Fee,3854.17
6416775,15788448,2023-12-11,Withdrawal,4597.46
4570834,15788448,2023-10-14,Fee,4142.85
5828761,15788448,2023-08-08,Withdrawal,4997.1
6742533,15788448,2023-03-04,Deposit,4338.87
5936792,15788448,2023-06-25,Deposit,3922.81
1721384,15729599,2023-11-20,Withdrawal,2050.49
3887698,15729599,2023-03-23,Deposit,3999.18
9545106,15729599,2023-12-31,LoanPayment,1909.58
7529845,15729599,2023-03-30,Deposit,1656.7
2961977,15729599,2023-07-18,LoanPayment,3492.56
8899963,15729599,2023-04-03,Deposit,3002.6
4037099,15729599,2023-04-12,Withdrawal,2955.96
3042823,15729599,2023-04-20,Withdrawal,3116.48
2912584,15729599,2023-01-03,Deposit,4323.5
1747419,15729599,2023-04-27,Deposit,1739.18
6537803,15729599,2023-05-13,Withdrawal,2656.79
1571107,15729599,2023-09-28,LoanPayment,3836.17
3086213,15729599,2023-10-29,Withdrawal,3591.68
8313834,15729599,2023-01-21,LoanPayment,2182.77
5156532,15729599,2023-05-04,LoanPayment,1255.24
6382858,15729599,2023-02-20,LoanPayment,1025.91
1258517,15729599,2023-10-02,Withdrawal,873.34
5338843,15717426,2023-10-18,Fee,1590.97
5117923,15717426,2023-06-07,Withdrawal,2029.53
1698956,15717426,2023-05-12,Withdrawal,653.34
7278602,15717426,2023-09-20,LoanPayment,4304.11
8412620,15717426,2023-06-08,LoanPayment,1511.63
2883376,15717426,2023-10-25,Fee,4816.49
5730741,15717426,2023-09-20,Withdrawal,2773.62
2906039,15717426,2023-06-22,Withdrawal,605.91
1211830,15585768,2023-04-28,Deposit,4426.82
7516616,15585768,2023-01-26,Deposit,3250.7
4746169,15585768,2023-05-01,Deposit,4534.16
2775767,15585768,2023-07-27,Deposit,1222.51
6494339,15585768,2023-02-19,Fee,4121.94
9002619,15585768,2023-06-16,Withdrawal,4057.17
5428690,15585768,2023-06-13,Withdrawal,2286.25
3881777,15585768,2023-03-10,LoanPayment,1214.42
9899691,15585768,2023-08-14,Deposit,1122.86
9437712,15585768,2023-05-30,Fee,1595.75
7980571,15585768,2023-06-09,LoanPayment,1198.14
2206861,15585768,2023-03-18,Deposit,339.35
5936600,15585768,2023-09-15,Fee,725.38
1257681,15585768,2023-11-19,Withdrawal,2169.59
8991208,15585768,2023-08-29,LoanPayment,4956.72
8116355,15585768,2023-08-06,Withdrawal,2913.02
4105958,15585768,2023-04-19,Withdrawal,1361.23
9593059,15619360,2023-03-14,Fee,1866.43
5310796,15619360,2023-02-18,Fee,384.68
5077716,15619360,2023-09-21,Withdrawal,2984.42
2908802,15619360,2023-10-27,Deposit,2311.45
7520645,15619360,2023-05-10,LoanPayment,1923.46
1780641,15619360,2023-10-13,Fee,347.7
3551331,15619360,2023-11-29,Deposit,3465.52
8365624,15619360,2023-11-07,Fee,2076.92
4496605,15619360,2023-05-01,LoanPayment,3793.01
1308623,15738148,2023-05-16,Fee,2400.69
2147116,15738148,2023-10-06,Fee,4872.11
3126453,15738148,2023-01-05,Fee,4638.65
4842411,15738148,2023-11-17,Deposit,3374.21
6859046,15738148,2023-10-15,Deposit,3062.01
4341861,15687946,2023-08-14,Deposit,228.99
4413654,15687946,2023-04-24,Deposit,1832.68
8323988,15687946,2023-09-15,LoanPayment,1233.32
9210880,15687946,2023-11-27,LoanPayment,2015.06
9117654,15687946,2023-06-03,Fee,4373.02
7906117,15687946,2023-05-23,Withdrawal,2854.55
2794291,15687946,2023-01-12,LoanPayment,2016.03
3878117,15687946,2023-03-23,Deposit,1934.09
6287913,15687946,2023-06-07,Withdrawal,4039.33
5157263,15687946,2023-01-07,Fee,4102.74
3733460,15687946,2023-06-12,Withdrawal,811.27
5115362,15687946,2023-07-25,Fee,2886.56
5057025,15687946,2023-10-08,Deposit,4316.97
4788963,15687946,2023-04-05,Withdrawal,739.03
6185773,15687946,2023-01-25,Deposit,1869.3
8585159,15687946,2023-01-25,LoanPayment,4817.42
5202271,15755196,2023-05-08,Fee,2991.74
5746771,15755196,2023-05-26,Deposit,573.04
1864645,15755196,2023-06-09,Deposit,137.55
5254849,15755196,2023-03-01,LoanPayment,802.52
9336900,15755196,2023-09-23,Deposit,337.91
2491633,15755196,2023-09-10,LoanPayment,3490.42
3790358,15755196,2023-03-24,Deposit,754.13
2250632,15755196,2023-06-05,Withdrawal,1363.67
9526086,15755196,2023-03-21,Fee,358.34
7913283,15755196,2023-09-17,LoanPayment,1183.03
9324454,15755196,2023-11-04,Deposit,3138.28
2544613,15755196,2023-08-19,Withdrawal,697.02
3430525,15755196,2023-09-13,Deposit,1803.47
